model,model_color,reference_key,reference,comparison_key,comparison,domain,metric,difference,ci_low,ci_high,verdict,bootstrap_replicates,resampling_unit,n_participants,n_test_messages,seed
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,0.003340757238307346,-0.022346726190476167,0.031183013773624802,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.022331822546396207,-0.04712138930673692,0.0038710106326745037,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.013148671944924528,-0.05514123838959378,0.029603219920462394,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,0.024498886414253906,-0.005574136008918651,0.057906458797327365,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.0025805007070974217,-0.03735747518755523,0.03177886071060007,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,-0.0022271714922049157,-0.023487527824453305,0.017878095929232358,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,-0.008355667301073066,-0.02516015825301068,0.007704725430190515,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.05435053712936899,-0.10877091493028063,0.0006793689935519926,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,0.007795100222717122,-0.014460511679644017,0.028921023359288037,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,-0.013978031831194337,-0.035220052305593844,0.0063059956223036635,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.005567928730512206,-0.03893214682981089,0.027839643652561252,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.03236691214883505,-0.059027939987905675,-0.005945809734391499,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.1128449617758176,-0.159224090188991,-0.06580846385707775,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,0.032293986636971084,-0.007778210838901256,0.0733333333333333,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,-0.03274256524698521,-0.0702509732669065,0.004293792589082687,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,-0.018930957683741645,-0.05011135857461024,0.014476614699331813,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,-0.04553939746305463,-0.07590797735382966,-0.015443149613003866,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.12441970851440154,-0.1764628609683637,-0.07484761285744557,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.012249443207126953,-0.048898469578200855,0.026840468304323132,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,-0.055596671554874466,-0.09145245885313594,-0.018046898946196935,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.016703786191536785,-0.038050603431598704,0.005601264295709966,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.05069662973960108,-0.0687759582366946,-0.03247000710544643,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.13220451772126396,-0.18401598008154352,-0.07903858728742538,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,0.031180400890868598,0.008898776418242438,0.05327413984461704,comparison better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.0345677527910474,-0.057081967330137394,-0.011674303181483322,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.041202672605790636,-0.07134894091415828,-0.01226309921962096,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.055949310194976676,-0.08401151434351778,-0.02865647365616579,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.13250109050759085,-0.18180191959554595,-0.08255736774255443,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.04899777282850776,-0.08584169453734669,-0.012221883092859811,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.07955654752020752,-0.1181687224167559,-0.041261077946110385,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.06904231625835189,-0.1056759118644572,-0.032221328153903064,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.07623975941979813,-0.109477635941212,-0.043110966330172786,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.19755040146407243,-0.2629174533469445,-0.12963222924747014,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.12138084632516705,-0.166113887810559,-0.07572172495546896,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.11541438444934043,-0.16153133040509432,-0.0646284837619083,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,accuracy,-0.003340757238307346,-0.02341202445652178,0.016741071428571452,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,macro_f1,-0.0065049021451379085,-0.024140764787043033,0.010178115510821258,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,qwk,-0.039730525961859886,-0.08465408724519266,0.0034403308407632317,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_accuracy,-0.007795100222717122,-0.026667408231368244,0.010033724767080738,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_macro_f1,-0.027424831804602257,-0.04819038906496079,-0.00762457475395639,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,accuracy,-0.006681514476614692,-0.027716955292345774,0.013363028953229383,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,macro_f1,-0.007126530380151097,-0.019026417889432122,0.004944296191158105,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,qwk,-0.089774366959813,-0.12589815346948013,-0.05493920253738649,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.004454342984409776,-0.030033370411568394,0.02224694104560626,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_macro_f1,-0.031452857341039586,-0.05663133599224102,-0.005803564473196005,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,accuracy,-0.02227171492204899,-0.043382742765408745,0.0,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,macro_f1,-0.023207574916658424,-0.041969309006565605,-0.005619214779126311,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,qwk,-0.11127103656947701,-0.149279927793264,-0.07100150113804549,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.03674832962138086,-0.062360801781737196,-0.01113554778756899,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_macro_f1,-0.053016170847777044,-0.08100703213765952,-0.02528583464277924,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,accuracy,-0.017817371937639215,-0.038975501113585775,0.002232142857142849,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,macro_f1,-0.048845864583665924,-0.0664954287607563,-0.03198271962997624,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,qwk,-0.11758450655375485,-0.16196084089368457,-0.07362552932655685,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_accuracy,0.015590200445434355,-0.005574291537267112,0.03567546583850932,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_macro_f1,-0.04801455276445532,-0.0699545387026071,-0.02579614915405063,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,accuracy,-0.04231625835189312,-0.0667426811775519,-0.01777777777777778,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,macro_f1,-0.03070892842629272,-0.049800475378693664,-0.011789278538730673,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,qwk,-0.10943049569158625,-0.1564951492679891,-0.06169629768383286,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_accuracy,-0.08574610244988862,-0.11692650334075722,-0.05368977541149567,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_macro_f1,-0.0782668396142619,-0.11189450195321664,-0.04530897946118321,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,accuracy,-0.07238307349665923,-0.10256410256410253,-0.042316258351893093,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,macro_f1,-0.053907936873401924,-0.07937999508803215,-0.027656524909884437,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,qwk,-0.1844017295191479,-0.24203700496354622,-0.1249103376231054,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,directional_accuracy,-0.14587973273942095,-0.18548203777008596,-0.10567003460635273,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,directional_macro_f1,-0.11283388374224301,-0.15544217270120367,-0.06805386285493367,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Content,accuracy,-0.014476614699331869,-0.034560607531055894,0.0055493895671475685,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Content,macro_f1,-0.042340962438528015,-0.058768651054015776,-0.025728204433971894,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Content,qwk,-0.07785398059189497,-0.12462976044217938,-0.03444942707798854,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Content,directional_accuracy,0.023385300668151476,0.005555555555555536,0.04236580034005343,comparison better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Content,directional_macro_f1,-0.020589720959853064,-0.03931327198378139,0.0006322825154598887,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,accuracy,-0.03563474387527843,-0.060001668520578415,-0.01116040322901735,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,macro_f1,-0.023582398046141623,-0.041496690873581675,-0.004459745504425441,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,qwk,-0.019656128731773248,-0.05731280550575565,0.019137387701574842,comparable,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,directional_accuracy,-0.08129175946547884,-0.11086848326489986,-0.05097982137769587,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,directional_macro_f1,-0.04681398227322231,-0.07202225599123493,-0.021295396154705347,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,accuracy,-0.05011135857461024,-0.07777777777777775,-0.02120535714285715,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,macro_f1,-0.0307003619567435,-0.051225932421103806,-0.007985677768638413,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,qwk,-0.0731306929496709,-0.1178089710408817,-0.02728324124562002,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,directional_accuracy,-0.1091314031180401,-0.14493157996894412,-0.0733333333333333,reference better,2000,participant,301,898,20260919
GPT-4o-mini,#0173B2,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,directional_macro_f1,-0.05981771289446597,-0.09411416610777769,-0.023130767897286,reference better,2000,participant,301,898,20260919
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,-0.018930957683741645,-0.045607498804660467,0.007769361203600916,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,-0.010709152816946954,-0.033063512424437155,0.012715059236268018,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,-0.032150823843309584,-0.07006827200466031,0.002590761739375331,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,-0.021158129175946505,-0.0444456803856136,0.0011148272017836886,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,-0.00040674266814094695,-0.026193736883024944,0.027295179279431588,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,-0.03786191536748329,-0.062223952539859115,-0.013377926421404673,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,-0.026298604657964797,-0.05303011258589099,0.0016696595618888896,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,-0.05529282103927691,-0.09027867772044931,-0.021669897371339546,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,-0.057906458797327476,-0.08157841380464917,-0.03444253510716932,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,-0.05721920100416694,-0.08320555823626682,-0.03055875164146603,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,-0.01670378619153673,-0.045558092056421695,0.010011123470522798,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.016813108570094548,-0.04464840628712392,0.011365671811497273,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.043521872838222175,-0.07674297692966157,-0.008795830581131345,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,-0.03340757238307346,-0.05895439377085643,-0.010011123470522798,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.03016165143780636,-0.05928017816709961,-0.0020607180672015256,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,-0.010022271714922037,-0.03683345039793634,0.016666666666666663,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,0.012232733877189705,-0.021558903450250792,0.053275074752095974,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.0159540056597538,-0.05616256845199682,0.02360425767813526,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,-0.015590200445434244,-0.03798882681564242,0.005607514880952187,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.014494855936721562,-0.019198084152027218,0.05265514590409904,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.024498886414253906,-0.052280311457174655,0.0011173496806768878,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.008423680733956329,-0.03863817178622637,0.021982658260364683,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.023996228389665197,-0.05880824146816665,0.0111781909210438,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.04899777282850781,-0.0746934225195095,-0.025502167169638195,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,-0.03887298649212151,-0.06670141798439937,-0.010670733777852352,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,-0.041202672605790636,-0.06570155902004454,-0.016648168701442867,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,-0.03524655884831773,-0.06159461287543664,-0.005944476279740845,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.05097268431394286,-0.08216539295293754,-0.018653586584999406,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.04454342984409798,-0.06904424051465786,-0.02006633097705044,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,-0.036024226443193696,-0.06495160139856927,-0.007597214291114956,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.12472160356347439,-0.16518340237038215,-0.08463016318552419,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.15298082190547588,-0.20329917789920712,-0.1079284853272717,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.3820581829900723,-0.4566044675364874,-0.3023613441952945,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,-0.03786191536748329,-0.07367618090750715,-0.003355610963218528,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.18716970188910775,-0.23894663760822496,-0.13210430258935146,reference better,2000,participant,301,898,20261928
